"IATA","ICAO","Airport name","Country","City","Information"
"SLM","LESA","Salamanca Airport","Spain","Salamanca","https://www.worlddata.info/europe/spain/airports.php"
"SLN","KSLN","Salina Municipal Airport","United States of America","Salina","https://www.worlddata.info/america/usa/airports.php"
"SLO","KSLO","Salem–Leckrone Airport","United States of America","Salem","https://www.worlddata.info/america/usa/airports.php"
"SLP","MMSP","Ponciano Arriaga International Airport","Mexico","San Luis Potosí","https://www.worlddata.info/america/mexico/airports.php"
"SLQ","PASL","Sleetmute Airport","United States of America","Sleetmute","https://www.worlddata.info/america/usa/airports.php"
"SLR","KSLR","Sulphur Springs Municipal Airport","United States of America","Sulphur Springs","https://www.worlddata.info/america/usa/airports.php"
"SLT","KANK","Salida Airport - Harriet Alexander Field","United States of America","Salida","https://www.worlddata.info/america/usa/airports.php"
"SLU","TLPC","George F. L. Charles Airport","Saint Lucia","Castries","https://www.worlddata.info/america/saint-lucia/airports.php"
"SLV","VISM","Shimla Airport","India","Jubbarhatti","https://www.worlddata.info/asia/india/airports.php"
"SLW","MMIO","Plan De Guadalupe International Airport","Mexico","Saltillo","https://www.worlddata.info/america/mexico/airports.php"
"SLX","MBSY","Salt Cay Airport","Turks and Caicos Islands","Salt Cay","https://www.worlddata.info/america/turks-and-caicos-islands/airports.php"
"SLY","USDD","Salekhard Airport","Russia","Salekhard","https://www.worlddata.info/europe/russia/airports.php"
"SLZ","SBSL","Marechal Cunha Machado International Airport","Brazil","São Luís","https://www.worlddata.info/america/brazil/airports.php"
"SMA","LPAZ","Santa Maria Airport","Portugal","Vila do Porto","https://www.worlddata.info/europe/portugal/airports.php"
"SMB","SCSB","Franco Bianco Airport","Chile","Cerro Sombrero","https://www.worlddata.info/america/chile/airports.php"
"SMD","KSMD","Smith Field","United States of America","Fort Wayne","https://www.worlddata.info/america/usa/airports.php"
"SME","KSME","Lake Cumberland Regional Airport","United States of America","Somerset","https://www.worlddata.info/america/usa/airports.php"
"SMF","KSMF","Sacramento International Airport","United States of America","Sacramento","https://www.worlddata.info/america/usa/airports.php"
"SMH",,"Sapmanga Airport","Papua New Guinea","Sapmanga","https://www.worlddata.info/oceania/papua-new-guinea/airports.php"
"SMI","LGSM","Samos Airport","Greece","Samos Island","https://www.worlddata.info/europe/greece/airports.php"
"SMJ","AYXI","Sim Airport","Papua New Guinea","Sim","https://www.worlddata.info/oceania/papua-new-guinea/airports.php"
"SMK","PAMK","St Michael Airport","United States of America","St Michael","https://www.worlddata.info/america/usa/airports.php"
"SML","MYLS","Stella Maris Airport","Bahamas","Stella Maris","https://www.worlddata.info/america/bahamas/airports.php"
"SMM","WBKA","Semporna Airport","Malaysia","Semporna","https://www.worlddata.info/asia/malaysia/airports.php"
"SMN","KSMN","Lemhi County Airport","United States of America","Salmon","https://www.worlddata.info/america/usa/airports.php"
"SMO","KSMO","Santa Monica Municipal Airport","United States of America","Santa Monica","https://www.worlddata.info/america/usa/airports.php"
"SMQ","WAOS","Sampit (Hasan) Airport","Indonesia","Sampit","https://www.worlddata.info/asia/indonesia/airports.php"
"SMR","SKSM","Simón Bolívar International Airport","Colombia","Santa Marta","https://www.worlddata.info/america/colombia/airports.php"
"SMS","FMMS","Sainte Marie Airport","Madagascar","Vohilava","https://www.worlddata.info/africa/madagascar/airports.php"
"SMT","SBSO","Adolino Bedin Regional Airport","Brazil","Sorriso","https://www.worlddata.info/america/brazil/airports.php"
"SMU","PASP","Sheep Mountain Airport","United States of America","Sheep Mountain","https://www.worlddata.info/america/usa/airports.php"
"SMV","LSZS","Samedan Airport","Switzerland","Samedan","https://www.worlddata.info/europe/switzerland/airports.php"
"SMW","GMMA","Smara Airport","Western Sahara","Smara","https://www.worlddata.info/africa/western-sahara/airports.php"
"SMX","KSMX","Santa Maria Public Airport Captain G Allan Hancock Field","United States of America","Santa Maria","https://www.worlddata.info/america/usa/airports.php"
"SMY","GOTS","Simenti Airport","Senegal","Simenti","https://www.worlddata.info/africa/senegal/airports.php"
"SMZ","SMST","Stoelmanseiland Airport","Suriname","Stoelmanseiland","https://www.worlddata.info/america/suriname/airports.php"
"SNA","KSNA","John Wayne Orange County International Airport","United States of America","Santa Ana","https://www.worlddata.info/america/usa/airports.php"
"SNB","YSNB","Snake Bay Airport","Australia","Milikapiti","https://www.worlddata.info/oceania/australia/airports.php"
"SNC","SESA","General Ulpiano Paez Airport","Ecuador","Salinas","https://www.worlddata.info/america/ecuador/airports.php"
"SNE","GVSN","Preguiça Airport","Cape Verde","Preguiça","https://www.worlddata.info/africa/cape-verde/airports.php"
"SNF","SVSP","Sub Teniente Nestor Arias Airport","Venezuela","San Felipe","https://www.worlddata.info/america/venezuela/airports.php"
"SNG","SLSI","Capitán Av. Juan Cochamanidis S. Airport","Bolivia","San Ignacio de Velasco","https://www.worlddata.info/america/bolivia/airports.php"
"SNH","YSPE","Stanthorpe Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"SNI","GLGE","Greenville/Sinoe Airport","Liberia","Greenville","https://www.worlddata.info/africa/liberia/airports.php"
"SNJ","MUSJ","San Julián Air Base","Cuba","Sandino","https://www.worlddata.info/america/cuba/airports.php"
"SNK","KSNK","Winston Field","United States of America","Snyder","https://www.worlddata.info/america/usa/airports.php"
"SNL","KSNL","Shawnee Regional Airport","United States of America","Shawnee","https://www.worlddata.info/america/usa/airports.php"
"SNM","SLSM","San Ignacio de Moxos Airport","Bolivia","San Ignacio de Moxos","https://www.worlddata.info/america/bolivia/airports.php"
"SNN","EINN","Shannon Airport","Ireland","Shannon","https://www.worlddata.info/europe/ireland/airports.php"
"SNO","VTUI","Sakon Nakhon Airport","Thailand",,"https://www.worlddata.info/asia/thailand/airports.php"
"SNP","PASN","St Paul Island Airport","United States of America","St Paul Island","https://www.worlddata.info/america/usa/airports.php"
"SNQ",,"San Quintín Military Airstrip","Mexico","San Quintín","https://www.worlddata.info/america/mexico/airports.php"
"SNR","LFRZ","Saint-Nazaire-Montoir Airport","France","Saint-Nazaire/Montoir","https://www.worlddata.info/europe/france/airports.php"
"SNS","KSNS","Salinas Municipal Airport","United States of America","Salinas","https://www.worlddata.info/america/usa/airports.php"
"SNT",,"Las Cruces Airport","Colombia","Sabana de Torres","https://www.worlddata.info/america/colombia/airports.php"
"SNU","MUSC","Abel Santamaria Airport","Cuba","Santa Clara","https://www.worlddata.info/america/cuba/airports.php"
"SNV","SVSE","Santa Elena de Uairen Airport","Venezuela",,"https://www.worlddata.info/america/venezuela/airports.php"
"SNW","VYTD","Thandwe Airport","Myanmar","Thandwe","https://www.worlddata.info/asia/burma/airports.php"
"SNX","OIIS","Semnan Municipal Airport","Iran","Semnan","https://www.worlddata.info/asia/iran/airports.php"
"SNY","KSNY","Sidney Municipal Airport Lloyd W Carr Field","United States of America","Sidney","https://www.worlddata.info/america/usa/airports.php"
"SNZ","SBSC","Santa Cruz Air Force Base","Brazil","Rio de Janeiro","https://www.worlddata.info/america/brazil/airports.php"
"SOA",,"Sóc Trăng Airport","Vietnam","Sóc Trăng","https://www.worlddata.info/asia/vietnam/airports.php"
"SOB","LHSM","Hévíz–Balaton Airport","Hungary","Sármellék","https://www.worlddata.info/europe/hungary/airports.php"
"SOC","WARQ","Adisumarmo International Airport","Indonesia","Surakarta","https://www.worlddata.info/asia/indonesia/airports.php"
"SOD","SDCO","Sorocaba Airport","Brazil","Sorocaba","https://www.worlddata.info/america/brazil/airports.php"
"SOE","FCOS","Souanke Airport","Republic of the Congo","Souanke","https://www.worlddata.info/africa/congo-brazzaville/airports.php"
"SOF","LBSF","Sofia Airport","Bulgaria","Sofia","https://www.worlddata.info/europe/bulgaria/airports.php"
"SOG","ENSG","Sogndal Airport, Haukåsen","Norway","Sogndal","https://www.worlddata.info/europe/norway/airports.php"
"SOH",,"Solita Airport","Colombia","Solita","https://www.worlddata.info/america/colombia/airports.php"
"SOJ","ENSR","Sørkjosen Airport","Norway","Sørkjosen","https://www.worlddata.info/europe/norway/airports.php"
"SOK","FXSM","Semonkong Airport","Lesotho","Semonkong","https://www.worlddata.info/africa/lesotho/airports.php"
"SOL",,"Solomon State Field","United States of America","Solomon","https://www.worlddata.info/america/usa/airports.php"
"SOM","SVST","San Tomé Airport","Venezuela","El Tigre","https://www.worlddata.info/america/venezuela/airports.php"
"SON","NVSS","Santo Pekoa International Airport","Vanuatu","Luganville","https://www.worlddata.info/oceania/vanuatu/airports.php"
"SOO","ESNY","Söderhamn Airport","Sweden","Söderhamn","https://www.worlddata.info/europe/sweden/airports.php"
"SOP","KSOP","Moore County Airport","United States of America","Carthage","https://www.worlddata.info/america/usa/airports.php"
"SOQ","WAXX","Domine Eduard Osok Airport","Indonesia","Sorong","https://www.worlddata.info/asia/indonesia/airports.php"
"SOR",,"Al Thaurah Airport","Syria","T2","https://www.worlddata.info/asia/syria/airports.php"
"SOT","EFSO","Sodankyla Airport","Finland","Sodankyla","https://www.worlddata.info/europe/finland/airports.php"
"SOU","EGHI","Southampton Airport","United Kingdom","Southampton","https://www.worlddata.info/europe/united-kingdom/airports.php"
"SOV","PASO","Seldovia Airport","United States of America","Seldovia","https://www.worlddata.info/america/usa/airports.php"
"SOW","KSOW","Show Low Regional Airport","United States of America","Show Low","https://www.worlddata.info/america/usa/airports.php"
"SOX","SKSO","Alberto Lleras Camargo Airport","Colombia","Sogamoso","https://www.worlddata.info/america/colombia/airports.php"
"SOY","EGER","Stronsay Airport","United Kingdom","Stronsay","https://www.worlddata.info/europe/united-kingdom/airports.php"
"SOZ","LFKS","Solenzara (BA 126) Air Base","France","Solenzara","https://www.worlddata.info/europe/france/airports.php"
"SPA","KSPA","Spartanburg Downtown Memorial Airport","United States of America","Spartanburg","https://www.worlddata.info/america/usa/airports.php"
"SPC","GCLA","La Palma Airport","Spain","Sta Cruz de la Palma, La Palma Island","https://www.worlddata.info/europe/spain/airports.php"
"SPD","VGSD","Saidpur Airport","Bangladesh","Saidpur","https://www.worlddata.info/asia/bangladesh/airports.php"
"SPE","WBKO","Sepulot Airport","Malaysia","Sepulot","https://www.worlddata.info/asia/malaysia/airports.php"
"SPF","KSPF","Black Hills Airport-Clyde Ice Field","United States of America","Spearfish","https://www.worlddata.info/america/usa/airports.php"
"SPG","KSPG","Albert Whitted Airport","United States of America","St Petersburg","https://www.worlddata.info/america/usa/airports.php"
"SPH","AYQO","Sopu Airport","Papua New Guinea","Sopu","https://www.worlddata.info/oceania/papua-new-guinea/airports.php"
"SPI","KSPI","Abraham Lincoln Capital Airport","United States of America","Springfield","https://www.worlddata.info/america/usa/airports.php"
"SPJ","LGSP","Sparti Airfield","Greece","Sparti","https://www.worlddata.info/europe/greece/airports.php"
"SPM","ETAD","Spangdahlem Air Base","Germany","Trier","https://www.worlddata.info/europe/germany/airports.php"
"SPN","PGSN","Saipan International Airport","Northern Mariana Islands","I Fadang, Saipan","https://www.worlddata.info/oceania/northern-marianas/airports.php"
"SPP","FNME","Menongue Airport","Angola","Menongue","https://www.worlddata.info/africa/angola/airports.php"
"SPR",,"John Greif II Airport","Belize","San Pedro","https://www.worlddata.info/america/belize/airports.php"
"SPS","KSPS","Wichita Falls Municipal Airport / Sheppard Air Force Base","United States of America","Wichita Falls","https://www.worlddata.info/america/usa/airports.php"
"SPT",,"Sipitang Airport","Malaysia","Sipitang","https://www.worlddata.info/asia/malaysia/airports.php"
"SPU","LDSP","Split Airport","Croatia","Kaštel Štafilić","https://www.worlddata.info/europe/croatia/airports.php"
"SPV","AYSQ","Sepik Plains Airport","Papua New Guinea","Sepik Plains","https://www.worlddata.info/oceania/papua-new-guinea/airports.php"
"SPW","KSPW","Spencer Municipal Airport","United States of America","Spencer","https://www.worlddata.info/america/usa/airports.php"
"SPX","HESX","Sphinx International Airport","Egypt","Al Jiza","https://www.worlddata.info/africa/egypt/airports.php"
"SPY","DISP","San Pedro Airport","Ivory Coast",,"https://www.worlddata.info/africa/ivory-coast/airports.php"
"SPZ","KASG","Springdale Municipal Airport","United States of America","Springdale","https://www.worlddata.info/america/usa/airports.php"
"SQA","KIZA","Santa Ynez Airport","United States of America","Santa Ynez","https://www.worlddata.info/america/usa/airports.php"
"SQB",,"Santa Ana Airport","Colombia","Piedras","https://www.worlddata.info/america/colombia/airports.php"
"SQC","YSCR","Southern Cross Airport","Australia",,"https://www.worlddata.info/oceania/australia/airports.php"
"SQD",,"Shangrao Sanqingshan Airport","China","Shangrao","https://www.worlddata.info/asia/china/airports.php"
"SQE",,"San Luis De Palenque Airport","Colombia","San Luis De Palenque","https://www.worlddata.info/america/colombia/airports.php"
"SQF",,"Solano Airport","Colombia","Solano","https://www.worlddata.info/america/colombia/airports.php"
"SQG",,"Tebelian Airport","Indonesia","Sintang","https://www.worlddata.info/asia/indonesia/airports.php"
"SQH","VVNS","Na San Airport","Vietnam","Mai Son","https://www.worlddata.info/asia/vietnam/airports.php"
"SQI","KSQI","Whiteside County Airport - Joseph H Bittorf Field","United States of America","Rock Falls","https://www.worlddata.info/america/usa/airports.php"
"SQJ",,"Sanming Shaxian Airport","China","Sanming","https://www.worlddata.info/asia/china/airports.php"
"SQK",,"Sidi EL Barrani Airport","Egypt","Sidi El Barrani","https://www.worlddata.info/africa/egypt/airports.php"
"SQL","KSQL","San Carlos Airport","United States of America","San Carlos","https://www.worlddata.info/america/usa/airports.php"
